2.14799	34.4939	728.0
2.56799	34.3549	168.0
2.52203	34.3056	11436.0
2.13886	34.3379	1408.0
2.70888	34.097	86.0
2.50908	34.3501	2146.0
2.48824	34.2805	586.0
2.76135	34.1354	275.0
2.87122	34.2578	769.0
2.7558	34.5494	329.0
2.63586	34.3474	275.0
2.62776	34.237	135.0
2.78264	34.6269	3610.0
2.75822	34.0724	431.0
2.17758	34.816	332.0
2.6136	34.2789	390.0
2.69823	34.2023	15.0
2.06236	34.335	1102.0
2.78639	34.2174	970.0
2.11298	34.7234	69.0
2.35899	34.6269	1924.0
2.17086	34.6635	2314.0
2.15189	34.6465	762.0
2.30347	34.1763	1534.0
2.12818	34.4543	529.0
2.42469	34.7685	492.0
2.00986	34.3409	817.0
2.73887	34.5815	3488.0
2.32774	34.2031	2594.0
2.9022	34.4549	10846.0
2.78355	34.0984	8004.0
2.85924	34.5977	277.0
2.75389	34.2323	394.0
2.61521	34.1846	243.0
2.44408	34.661	613.0
2.83804	34.2053	364.0
2.2428	34.7082	340.0
2.51734	34.2822	683.0
2.08179	34.5583	221.0
2.21263	34.1822	3530.0
2.84512	34.426	411.0
2.24439	34.2957	145.0
2.16045	34.5657	641.0
2.42196	34.1891	692.0
2.23864	34.1874	2709.0
2.20873	34.7134	202.0
2.60108	34.5372	94.0
2.20661	34.3645	290.0
2.41471	34.5462	40666.0
2.3326	34.23	824.0
2.59593	34.3805	277.0
2.14015	34.7442	359.0
2.73039	33.9897	566.0
2.82431	34.298	105.0
2.72244	34.4208	427.0
2.7886	34.0632	731.0
2.29727	34.2124	590.0
2.66459	34.5122	559.0
2.61716	34.1167	675.0
2.33031	34.5505	1288.0
2.66705	34.2069	56.0
2.62193	34.4713	230.0
2.60668	34.416	672.0
2.42887	34.4762	1288.0
3.10366	34.663	2283.0
2.47671	34.525	2390.0
2.81265	34.1823	814.0
2.35269	34.3514	1658.0
2.04282	34.3746	1025.0
2.65951	34.3012	106.0
2.59176	34.4662	200.0
3.01483	34.5239	1057.0
2.78869	34.2784	674.0
2.70889	34.3649	425.0
2.8918	34.5659	593.0
2.84891	34.3527	573.0
2.08962	34.4339	560.0
2.23413	34.5258	492.0
2.22927	34.4161	263.0
2.77461	34.5288	265.0
2.39654	34.2173	810.0
2.46731	34.3166	1370.0
2.3826	34.369	308.0
2.8506	34.4746	2641.0
2.41242	34.319	1074.0
2.17624	34.4648	4137.0
2.21678	34.7784	580.0
2.55588	34.6164	485.0
2.2565	34.5402	810.0
2.81664	34.2297	174.0
2.78366	34.1412	664.0
2.42485	34.2369	1200.0
2.71975	34.1704	112.0
2.69404	34.4541	132.0
2.1788	34.7238	657.0
3.07833	34.6302	803.0
2.93373	34.5684	369.0
2.11775	34.2647	1079.0
2.58505	34.5427	127.0
2.57286	34.2477	116.0
2.48447	34.7272	1091.0
2.95699	34.49	1106.0
2.73623	34.0845	128.0
2.6084	34.23	69.0
2.67391	34.45	285.0
2.28052	34.4948	649.0
2.9017	34.5008	499.0
2.25881	34.6113	862.0
2.72778	34.1492	430.0
2.71671	34.0735	100.0
2.86718	34.3138	898.0
2.68806	34.3843	221.0
2.62348	34.3788	73.0
2.71741	34.2903	726.0
2.06559	34.5794	904.0
2.39196	34.7758	512.0
2.60204	34.594	469.0
2.50561	34.6687	360.0
2.30234	34.7976	218.0
2.37436	34.3113	258.0
2.35724	34.6544	907.0
2.84902	34.1332	308.0
2.10894	34.6231	1477.0
3.03525	34.6379	1349.0
2.10612	34.5589	651.0
2.86442	34.2058	2622.0
2.34401	34.8263	404.0
2.29834	34.6132	590.0
2.77521	34.1682	304.0
2.27444	34.1975	3757.0
3.1352	34.7219	6171.0
2.20893	34.677	600.0
2.39141	34.4099	968.0
2.1279	34.4798	279.0
2.45227	34.7636	403.0
2.74188	34.658	2186.0
2.52016	34.3285	646.0
2.51624	34.5614	160.0
2.45524	34.4105	882.0
2.81748	34.5704	663.0
3.05563	34.6624	1197.0
2.3692	34.6792	642.0
2.63051	34.3104	109.0
2.31648	34.253	592.0
2.01295	34.3605	1684.0
2.95852	34.5125	594.0
2.11409	34.6754	2933.0
3.12777	34.5992	7083.0
2.83111	34.1611	50.0
2.36379	34.7195	1562.0
2.05552	34.4139	994.0
2.02919	34.335	1848.0
2.06716	34.5519	565.0
2.0396	34.4603	399.0
2.6661	34.5344	714.0
2.72118	34.5959	759.0
2.58336	34.6471	92.0
3.07731	34.6934	7733.0
2.85532	34.5669	100.0
2.16996	34.7578	561.0
2.78123	34.431	108.0
2.57173	34.5509	111.0
2.08186	34.6029	1598.0
3.13291	34.6796	612.0
2.71841	34.5702	747.0
2.6908	34.0697	333.0
2.02988	34.4457	1065.0
2.56692	34.5047	676.0
2.69016	34.3149	3662.0
2.66179	34.2514	62.0
2.79513	34.3772	295.0
2.11755	34.5251	466.0
2.84064	34.3968	970.0
2.69162	34.138	95.0
2.64714	34.3832	146.0
2.67746	34.561	1656.0
2.748	34.002	178.0
2.01125	34.3194	5338.0
2.46942	34.5557	1256.0
2.30465	34.7068	773.0
2.4886	34.489	330.0
2.29834	34.293	206.0
2.55174	34.3945	1700.0
2.62129	34.4384	135.0
2.48616	34.2363	5882.0
2.12557	34.5852	986.0
2.80685	34.4926	195.0
2.90737	34.4791	935.0
2.66084	34.3992	260.0
2.19757	34.3272	226.0
